Sample name	Sex	Biosample ID	Population code	Population name	Superpopulation code	Superpopulation name	Population elastic ID	Data collections
HGDP01286	male	SAMEA3302736		Mandenka		Africa (SGDP)	MandenkaSGDP	Simons Genome Diversity Project
HG01066	male	SAME124294	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01366	female	SAME125265	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HGDP01057	male			Pima		America (HGDP)	PimaHGDP	Human Genome Diversity Project
HGDP01419	male			Bantu Kenya		Africa (HGDP)	BantuKenyaHGDP	Human Genome Diversity Project
HG01073	female	SAME124095	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01378	female	SAME124076	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HGDP00934	female			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
HG01080	female	SAME125333	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01385	female	SAME122970	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00939	female			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
NA11200	male	SAMEA3302848		Quechua		America (SGDP)	QuechuaSGDP	Simons Genome Diversity Project
HG01085	male	SAME125391	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01392	male	SAME1840234	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00941	male			Yoruba		Africa (HGDP)	YorubaHGDP	Human Genome Diversity Project
TGBS21	male	SAMEA3302784		Chane		America (SGDP)	ChaneSGDP	Simons Genome Diversity Project
HG01092	female	SAME1839489	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01049	female	SAME125248	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01097	male	SAME122924	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01051	male	SAME123712	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01100	female	SAME123676	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01056	male	SAME123658	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP01015	male	SAMEA3302902		Karitiana		America (SGDP)	KaritianaSGDP	Simons Genome Diversity Project
HG01105	female	SAME123673	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01063	male	SAME1839767	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01174	female	SAME124619	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01068	female	SAME122826	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01198	female	SAME125228	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01070	female	SAME123993	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01206	male	SAME124295	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01075	male	SAME124071	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01249	female	SAME125057	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP01414	female	SAMEA3302710		Bantu Kenya		Africa (SGDP)	BantuKenyaSGDP	Simons Genome Diversity Project
HG01251	female	SAME125282	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01256	male	SAME125287	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00734	female	SAME123016	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HGDP01363	female			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HG00739	male	SAME125113	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01284	female	SAME1839191	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP01368	female			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HG00741	female	SAME124833	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01311	male	SAME1839796	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP01177	female			Bergamo Italian		Europe (HGDP)	BergamoItalianHGDP	Human Genome Diversity Project
HGDP01370	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HG01323	female	SAME1839534	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00908	male			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
HGDP01375	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HG01342	female	SAME124856	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HGDP00910	female			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
HG01047	male	SAME123166	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01347	male	SAME124861	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HGDP01406	male			Bantu Kenya		Africa (HGDP)	BantuKenyaHGDP	Human Genome Diversity Project
HG01054	male	SAME123663	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HGDP01413	male			Bantu Kenya		Africa (HGDP)	BantuKenyaHGDP	Human Genome Diversity Project
HG01061	female	SAME122821	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01602	female	SAME123454	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP01418	male			Bantu Kenya		Africa (HGDP)	BantuKenyaHGDP	Human Genome Diversity Project
HG01383	male	SAME122971	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01607	female	SAME123457	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01390	female	SAME122805	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01614	female	SAME123627	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01395	male	SAME1840207	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01619	male	SAME123632	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01403	female	SAME1839867	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01621	male	SAME123843	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01415	female	SAME1839705	PUR	Puerto Rican	AMR	American Ancestry	PUR	
HG01626	female	SAME123842	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
Peru60	female	SAMEA3302709		Quechua		America (SGDP)	QuechuaSGDP	Simons Genome Diversity Project
HG01275	female	SAME123002	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01486	female	SAME1840048	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01302	male	SAME1840038	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01493	female	SAME124138	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
mixe0002	female	SAMEA3302796		Mixe		America (SGDP)	MixeSGDP	Simons Genome Diversity Project
NA17385	male	SAMEA3302908		Hawaiian		Oceania (SGDP)	HawaiianSGDP	Simons Genome Diversity Project
HG01504	female	SAME124945	IBS	Iberian,Spanish	EUR	European Ancestry,West Eurasia (SGDP)	IBS,SpanishSGDP	1000 Genomes on GRCh38,Simons Genome Diversity Project,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01498	female	SAME124142	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
NA17377	male	SAMEA3302732		Greek		West Eurasia (SGDP)	GreekSGDP	Simons Genome Diversity Project
HGDP00702	female	SAMEA3302619		Piapoco		America (SGDP)	PiapocoSGDP	Simons Genome Diversity Project
HG01509	male	SAME124940	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01501	female	SAME124942	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP01285	male			Mandenka		Africa (HGDP)	MandenkaHGDP	Human Genome Diversity Project
HGDP00928	female	SAMEA3302835		Yoruba		Africa (SGDP)	YorubaSGDP	Simons Genome Diversity Project
HG01511	female	SAME124770	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01506	male	SAME124947	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01516	female	SAME124773	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01513	female	SAME124768	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00846	female	SAMEA3302865		Surui		America (SGDP)	SuruiSGDP	Simons Genome Diversity Project
HG01523	male	SAME125322	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01518	male	SAME124766	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
TZ-11	male	SAMEA3302625		Crete		West Eurasia (SGDP)	CreteSGDP	Simons Genome Diversity Project
HG01528	female	SAME125329	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01520	female	SAME125323	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01525	female	SAME125328	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01532	male	SAME125138	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01605	female	SAME123459	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01537	female	SAME125134	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01612	female	SAME123625	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01397	female	SAME1839946	PUR	Puerto Rican	AMR	American Ancestry	PUR	
HGDP01034	male	SAMEA3302849		Bantu Tswana		Africa (SGDP)	BantuTswanaSGDP	Simons Genome Diversity Project
HG01530	male	SAME125137	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01405	male	SAME1839863	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP01374	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
zapo0098	male	SAMEA3302744		Zapotec		America (SGDP)	ZapotecSGDP	Simons Genome Diversity Project
HG01566	female	SAME124564	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01412	male	SAME1839619	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP01379	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HG01573	female	SAME124347	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,1000 Genomes phase 3 release
HG01431	male	SAME1839260	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01578	female	SAME124351	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01443	male	SAME1839032	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01617	male	SAME123630	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01455	male	SAME123429	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01624	male	SAME123840	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01462	female	SAME123539	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01629	male	SAME123836	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01474	female	SAME1840189	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01631	male	SAME124035	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01479	male	SAME1840251	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01667	male	SAME123116	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01481	female	SAME1839971	CLM	Colombian	AMR	American Ancestry	CLM	
HG01674	male	SAME123286	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01551	female	SAME124008	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01477	female	SAME1840183	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38
HG01556	male	SAME1840141	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP01362	male			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HG01484	female	SAME1839960	CLM	Colombian	AMR	American Ancestry	CLM	
HGDP01367	female			Basque		Europe (HGDP)	BasqueHGDP	Human Genome Diversity Project
HG01489	female	SAME123972	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01633	male	SAME124033	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01491	male	SAME124140	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01669	male	SAME123110	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01496	female	SAME124133	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01671	male	SAME123291	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01679	female	SAME123293	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01676	female	SAME123284	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01681	female	SAME124655	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01683	male	SAME124653	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01686	male	SAME124658	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01695	female	SAME124845	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01698	male	SAME1839214	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01703	male	SAME123260	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01701	male	SAME123262	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01708	male	SAME123253	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
Ayodo_430C	male	SAMEA3302868		Luo		Africa (SGDP)	LuoSGDP	Simons Genome Diversity Project
HG01768	female	SAME1839665	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01710	female	SAME123084	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01770	female	SAME124638	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01746	female	SAME125180	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00706	female	SAMEA3302669		Piapoco		America (SGDP)	PiapocoSGDP	Simons Genome Diversity Project
HG01775	male	SAME124633	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01765	male	SAME1839681	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01782	female	SAME124426	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01772	female	SAME124636	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
mixa0099	male	SAMEA3302618		Mixtec		America (SGDP)	MixtecSGDP	Simons Genome Diversity Project
HG01787	female	SAME1839306	IBS	Iberian	EUR	European Ancestry	IBS	
HG01998	male	SAME124739	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01439	female	SAME124972	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02004	female	SAME123620	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01441	female	SAME123236	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG02009	male	SAME123622	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01453	female	SAME1839159	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38
HG02011	male	SAME123443	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,1000 Genomes phase 3 release
HG01465	female	SAME122882	CLM	Colombian	AMR	American Ancestry	CLM	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG01706	female	SAME123263	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01756	male	SAME124988	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01777	male	SAME124631	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01763	female	SAME124812	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01784	female	SAME124431	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
mixe0007	female	SAMEA3302697		Mixe		America (SGDP)	MixeSGDP	Simons Genome Diversity Project
HG01946	male	SAME124154	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01789	male	SAME124433	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Geuvadis
HG01953	male	SAME123974	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01791	male	SAME124221	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Geuvadis
HG01958	female	SAME1839349	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01960	female	SAME1839076	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01974	male	SAME124323	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01965	female	SAME1839145	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01979	male	SAME124331	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01972	female	SAME124329	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01981	female	SAME125247	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01977	male	SAME124324	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01986	male	SAME1840091	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01984	male	SAME1840105	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01993	female	SAME124741	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01989	female	SAME1840166	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
